noise_scale,epoch,train_loss,val_loss,lr,noise_condition_value,training_mode
0.02,1,5.187372492320502,7.220450333186558,9.846666218300807e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,2,4.903612563859171,7.1793855258396695,9.397114317029975e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,3,4.72118508637841,7.45441620690482,8.681980515339464e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,4,4.462721447446453,7.608836378370013,7.75e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,5,4.288885187746874,7.347585371562412,6.664685702961344e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,6,4.166965876052629,7.884208645139422,5.5e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,7,3.9527921818975194,7.795810767582485,4.335314297038657e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,8,3.8660022607490196,7.905406509126935,3.250000000000001e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.02,9,3.7447938990237106,8.153984682900566,2.3180194846605367e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,1,5.284592272630379,6.507925544466291,9.846666218300807e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,2,5.091786391699492,6.477964196886335,9.397114317029975e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,3,4.9078709331911,6.691828114645822,8.681980515339464e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,4,4.716034191757886,6.836997355733599,7.75e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,5,4.645407584176135,6.812363794871739,6.664685702961344e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,6,4.467282921520631,6.865828514099121,5.5e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,7,4.346258142101231,6.945016213825771,4.335314297038657e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,8,4.259745683243025,6.989303759166172,3.250000000000001e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
0.05,9,4.155033460303919,7.03047742162432,2.3180194846605367e-05,,hybrid_sg_emphasis_conditioned_dual_decoder_balanced
