training_mode,seed,noise_scale,layer,rmse,mae,bias,nrmse,r2,corr,fit_slope,fit_intercept,forward_residual_rmse,best_val_loss
hybrid_sg_emphasis_ema_multiseed_validation,21,0.02,S0,7.302107810974121,5.4186811447143555,0.0873488187789917,0.11833453097716486,-0.00554049015045166,-0.005876568940217351,-0.00039854697552697973,0.08726068291051683,0.0011654967674985528,8.54167924608503
hybrid_sg_emphasis_ema_multiseed_validation,21,0.02,Sg,7.8037519454956055,5.764691352844238,-0.49177002906799316,0.13052544405111052,-0.008453726768493652,0.01776881327048707,0.0015422727070003258,-0.4914452631496367,0.0011654967674985528,8.54167924608503
hybrid_sg_emphasis_ema_multiseed_validation,21,0.05,S0,7.297491073608398,5.4161505699157715,0.08561533689498901,0.11825971429889061,-0.004269242286682129,0.009426693273820046,0.0007012323532457167,0.08552727823001291,0.002918184269219637,8.209518160138812
hybrid_sg_emphasis_ema_multiseed_validation,21,0.05,Sg,7.857416152954102,5.800356388092041,-0.5033565759658813,0.13142303082181947,-0.02237117290496826,-0.04263005222299495,-0.004210399773488333,-0.5030299315932958,0.002918184269219637,8.209518160138812
hybrid_sg_emphasis_ema_multiseed_validation,42,0.0,S0,7.235293388366699,5.370724678039551,0.28410494327545166,0.11725176781255135,0.01277691125869751,0.14855374856408868,0.008974277680493446,0.28401767511206816,7.240633749461267e-06,8.40586004938398
hybrid_sg_emphasis_ema_multiseed_validation,42,0.0,Sg,7.649132251739502,5.682463645935059,-0.966309666633606,0.1279392772524322,0.031112372875213623,0.40890262005368205,0.025184113716782447,-0.9659925833253469,7.240633749461267e-06,8.40586004938398
hybrid_sg_emphasis_ema_multiseed_validation,42,0.01,S0,7.29937219619751,5.425727844238281,0.2659918963909149,0.11829019888841673,-0.004787087440490723,0.0032369309164772156,0.00020097144165473967,0.2659038210927795,0.000583117944188416,9.302366529192243
hybrid_sg_emphasis_ema_multiseed_validation,42,0.01,Sg,7.817607402801514,5.792445182800293,-0.9574328064918518,0.1307571902329492,-0.012037992477416992,0.05670594769803212,0.0037025307903016643,-0.9571086876105999,0.000583117944188416,9.302366529192243
hybrid_sg_emphasis_ema_multiseed_validation,42,0.02,S0,7.296152114868164,5.425433158874512,0.22291947901248932,0.11823801576216326,-0.003900766372680664,0.01502314949792029,0.0010741213265418367,0.22283147984464816,0.001164741232059896,8.618779046194893
hybrid_sg_emphasis_ema_multiseed_validation,42,0.02,Sg,7.854544639587402,5.813011646270752,-0.9336977005004883,0.1313750019300883,-0.021624088287353516,-0.00546218734060116,-0.00043420870668624435,-0.9333722366728533,0.001164741232059896,8.618779046194893
hybrid_sg_emphasis_ema_multiseed_validation,42,0.05,S0,7.310647487640381,5.432088851928711,0.19799888134002686,0.1184729209679946,-0.007893681526184082,-0.003549532292392325,-0.0002878968477604974,0.1979107737647401,0.0029115250799804926,8.139387743813652
hybrid_sg_emphasis_ema_multiseed_validation,42,0.05,Sg,7.808990955352783,5.7900710105896,-0.8812193870544434,0.1306130716554696,-0.009808182716369629,0.06246193705255694,0.005722997827297206,-0.8808958984140141,0.0029115250799804926,8.139387743813652
