seed,noise_scale,epoch,train_loss,val_loss,lr
42,0.0,7,2.179087535658879,2.4038652181625366,8.239426430539243e-05
42,0.0,8,1.9155880888896202,2.1540352446692332,7.75e-05
42,0.0,9,1.7586562277665778,2.083009260041373,7.222075445642904e-05
42,0.0,10,1.5894234820977966,1.9545949867793493,6.664685702961343e-05
42,0.0,11,1.4674066145028641,1.933379054069519,6.0873678649902325e-05
42,0.0,12,1.414438261914609,1.824032187461853,5.4999999999999995e-05
42,0.0,13,1.318685698865065,1.6668545348303658,4.912632135009767e-05
42,0.0,14,1.2458932399749756,1.6467518636158534,4.3353142970386564e-05
42,0.0,15,1.189675420077879,1.59349981376103,3.777924554357097e-05
42,0.0,16,1.1411208857351274,1.6246216637747628,3.250000000000001e-05
42,0.0,17,1.092661866501196,1.5427109513963972,2.7605735694607574e-05
42,0.0,18,1.065949518289139,1.518805946622576,2.3180194846605367e-05
42,0.0,19,1.051400963050216,1.5346582617078508,1.9299099686894426e-05
42,0.0,20,1.0213353117900108,1.4837875195911951,1.602885682970026e-05
42,0.0,21,1.0109669059070188,1.4700582027435303,1.3425421036992097e-05
42,0.0,22,0.9840328995861224,1.528478401047843,1.153333781699193e-05
42,0.0,23,0.974673324556493,1.4688678468976701,1.0384981238178534e-05
42,0.0,24,0.9584459137560716,1.456678867340088,1e-05
42,0.01,1,6.247620714244558,6.683140141623361,9.846666218300807e-05
42,0.01,2,5.115489173291334,6.690805741718838,9.397114317029975e-05
42,0.01,3,4.976372256207822,6.6633046354566305,8.681980515339464e-05
42,0.01,4,4.789803184680085,6.834556477410453,7.75e-05
42,0.01,5,4.639988682163295,6.953789302280971,6.664685702961344e-05
42,0.01,6,4.480405451646492,7.012331826346261,5.5e-05
42,0.01,7,4.331680134161195,6.9638853413718085,4.335314297038657e-05
42,0.01,8,4.2115650105832225,7.099039452416556,3.250000000000001e-05
42,0.01,9,4.060789403630726,7.043707711356027,2.3180194846605367e-05
42,0.01,10,3.9663626222468134,7.142249686377389,1.602885682970026e-05
42,0.02,1,5.219848550967316,6.409012522016253,9.846666218300807e-05
42,0.02,2,5.012872877405651,6.266994271959577,9.397114317029975e-05
42,0.02,3,4.880091297092722,6.126292909894671,8.681980515339464e-05
42,0.02,4,4.760267901776442,6.200762101582119,7.75e-05
42,0.02,5,4.573000459528681,6.015148878097534,6.664685702961344e-05
42,0.02,6,4.347148180007935,5.966139010020664,5.5e-05
42,0.02,7,4.169724770446322,6.024024656840733,4.335314297038657e-05
42,0.02,8,3.973844414326682,6.021762132644653,3.250000000000001e-05
42,0.02,9,3.8479399645506445,5.850381442478725,2.3180194846605367e-05
42,0.02,10,3.7491884836510048,5.832175220761981,1.602885682970026e-05
42,0.02,11,3.638500921761812,5.83075407573155,1.1533337816991932e-05
42,0.02,12,3.579969826029308,5.808504206793649,1e-05
42,0.05,1,5.166781788441672,6.278160027095249,9.846666218300807e-05
42,0.05,2,4.819863693038029,6.4574308054787775,9.397114317029975e-05
42,0.05,3,4.583218054984933,6.220723867416382,8.681980515339464e-05
42,0.05,4,4.331185127372172,6.128117970057896,7.75e-05
42,0.05,5,4.203954636161007,6.3329313823155,6.664685702961344e-05
42,0.05,6,4.0604446361314,6.252982207706997,5.5e-05
42,0.05,7,3.8754110478643162,6.182915585381644,4.335314297038657e-05
42,0.05,8,3.6592556078042557,6.123480456215995,3.250000000000001e-05
42,0.05,9,3.497999949241752,6.1370126860482355,2.3180194846605367e-05
42,0.05,10,3.408705134889973,6.17652348109654,1.602885682970026e-05
42,0.05,11,3.362841150653896,6.1684292043958395,1.1533337816991932e-05
42,0.05,12,3.2805642369967787,6.100643532616751,1e-05
