noise_scale,epoch,train_loss,val_loss,lr,noise_condition_value,training_mode
0.0,20,1.0213353117900108,1.4837875195911951,1.602885682970026e-05,0.0,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.0,21,1.0109669059070188,1.4700582027435303,1.3425421036992097e-05,0.0,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.0,22,0.9840328995861224,1.528478401047843,1.153333781699193e-05,0.0,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.0,23,0.974673324556493,1.4688678468976701,1.0384981238178534e-05,0.0,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.0,24,0.9584459137560716,1.456678867340088,1e-05,0.0,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,1,6.270316451343138,6.147813660757882,9.846666218300807e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,2,5.126707995115821,6.240771429879325,9.397114317029975e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,3,4.971079669781585,6.193157366343907,8.681980515339464e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,4,4.837877572472416,6.289308990750994,7.75e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,5,4.682804096990557,6.470911060060773,6.664685702961344e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,6,4.515880449494319,6.320741244724819,5.5e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,7,4.426277075240861,6.405243907655988,4.335314297038657e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.01,8,4.2494249130362896,6.463469879967826,3.250000000000001e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,1,5.038263335156796,6.737203325544085,9.846666218300807e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,2,4.790153624406502,6.69429213660104,9.397114317029975e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,3,4.635039073317798,6.967515025820051,8.681980515339464e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,4,4.3901590518097375,7.103555202484131,7.75e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,5,4.237696512421565,6.845196144921439,6.664685702961344e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,6,4.115531437432588,7.290231670652117,5.5e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,7,3.9392552660472355,7.228086846215384,4.335314297038657e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,8,3.851126163753111,7.351691109793527,3.250000000000001e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.02,9,3.744662270617129,7.539539745875767,2.3180194846605367e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,1,5.1111558302124935,6.107624530792236,9.846666218300807e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,2,4.950987887026659,6.081202438899449,9.397114317029975e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,3,4.819158155526688,6.163325139454433,8.681980515339464e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,4,4.65066861394626,6.395872252328055,7.75e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,5,4.571165127540702,6.400490386145456,6.664685702961344e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,6,4.397543352041671,6.40186333656311,5.5e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,7,4.290746091017082,6.48669171333313,4.335314297038657e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,8,4.205792405712071,6.518205778939383,3.250000000000001e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
0.05,9,4.098420840590747,6.575104883738926,2.3180194846605367e-05,,hybrid_clean_then_original_conditioned_dual_decoder_balanced
